historical_avg_duration_slope,historical_avg_intensity_slope,historical_avg_yearly_frequency_slope,historical_avg_yearly_season_length_slope,ssp126_avg_duration_slope,ssp126_avg_intensity_slope,ssp126_avg_yearly_frequency_slope,ssp126_avg_yearly_season_length_slope,ssp245_avg_duration_slope,ssp245_avg_intensity_slope,ssp245_avg_yearly_frequency_slope,ssp245_avg_yearly_season_length_slope,ssp585_avg_duration_slope,ssp585_avg_intensity_slope,ssp585_avg_yearly_frequency_slope,ssp585_avg_yearly_season_length_slope
0.015000000000000013,0.07509911535237208,-0.0075000000000000015,-0.11499999999999985,-0.0024831649831649947,0.07036785276639908,0.0012499999999999998,-0.029583333333333323,-0.004017857142857129,0.14875967970382942,-0.005432900432900433,0.07871428571428576,0.005952380952380946,0.2361252681641236,0.004264069264069265,0.023750000000000028
