historical_avg_duration_slope,historical_avg_intensity_slope,historical_avg_yearly_frequency_slope,historical_avg_yearly_season_length_slope,ssp126_avg_duration_slope,ssp126_avg_intensity_slope,ssp126_avg_yearly_frequency_slope,ssp126_avg_yearly_season_length_slope,ssp245_avg_duration_slope,ssp245_avg_intensity_slope,ssp245_avg_yearly_frequency_slope,ssp245_avg_yearly_season_length_slope,ssp585_avg_duration_slope,ssp585_avg_intensity_slope,ssp585_avg_yearly_frequency_slope,ssp585_avg_yearly_season_length_slope
0.01428571428571428,0.16472088382159883,0.0,-0.2099999999999998,0.018173076923076917,0.14656614074684016,-0.002651515151515152,-0.09318181818181817,0.0050925925925925895,0.27059789080484975,0.003818181818181817,-0.1184675324675325,0.007702020202020193,0.5104906249072743,0.0,-0.0867316017316017
