time,station,latitude[unit="degrees_north"],longitude[unit="degrees_east"],hurs[unit="%"]
2071-01-01T12:00:00Z,GridPointRequestedAt[41.884N_87.632W],41.875,-87.625,73.36358
2071-01-02T12:00:00Z,GridPointRequestedAt[41.884N_87.632W],41.875,-87.625,86.921684
2071-01-03T12:00:00Z,GridPointRequestedAt[41.884N_87.632W],41.875,-87.625,79.72904
2071-01-04T12:00:00Z,GridPointRequestedAt[41.884N_87.632W],41.875,-87.625,68.03872
2071-01-05T12:00:00Z,GridPointRequestedAt[41.884N_87.632W],41.875,-87.625,73.67777
2071-01-06T12:00:00Z,GridPointRequestedAt[41.884N_87.632W],41.875,-87.625,70.87144
2071-01-07T12:00:00Z,GridPointRequestedAt[41.884N_87.632W],41.875,-87.625,81.21878
2071-01-08T12:00:00Z,GridPointRequestedAt[41.884N_87.632W],41.875,-87.625,89.99015
2071-01-09T12:00:00Z,GridPointRequestedAt[41.884N_87.632W],41.875,-87.625,76.34111
2071-01-10T12:00:00Z,GridPointRequestedAt[41.884N_87.632W],41.875,-87.625,66.68986
2071-01-11T12:00:00Z,GridPointRequestedAt[41.884N_87.632W],41.875,-87.625,60.22528
2071-01-12T12:00:00Z,GridPointRequestedAt[41.884N_87.632W],41.875,-87.625,62.771446
2071-01-13T12:00:00Z,GridPointRequestedAt[41.884N_87.632W],41.875,-87.625,54.479893
2071-01-14T12:00:00Z,GridPointRequestedAt[41.884N_87.632W],41.875,-87.625,52.51243
2071-01-15T12:00:00Z,GridPointRequestedAt[41.884N_87.632W],41.875,-87.625,78.87809
2071-01-16T12:00:00Z,GridPointRequestedAt[41.884N_87.632W],41.875,-87.625,86.69474
2071-01-17T12:00:00Z,GridPointRequestedAt[41.884N_87.632W],41.875,-87.625,92.008224
2071-01-18T12:00:00Z,GridPointRequestedAt[41.884N_87.632W],41.875,-87.625,89.30997
2071-01-19T12:00:00Z,GridPointRequestedAt[41.884N_87.632W],41.875,-87.625,94.0469
2071-01-20T12:00:00Z,GridPointRequestedAt[41.884N_87.632W],41.875,-87.625,94.02961
2071-01-21T12:00:00Z,GridPointRequestedAt[41.884N_87.632W],41.875,-87.625,82.6997
2071-01-22T12:00:00Z,GridPointRequestedAt[41.884N_87.632W],41.875,-87.625,92.50633
2071-01-23T12:00:00Z,GridPointRequestedAt[41.884N_87.632W],41.875,-87.625,86.39841
2071-01-24T12:00:00Z,GridPointRequestedAt[41.884N_87.632W],41.875,-87.625,92.39103
2071-01-25T12:00:00Z,GridPointRequestedAt[41.884N_87.632W],41.875,-87.625,87.83913
2071-01-26T12:00:00Z,GridPointRequestedAt[41.884N_87.632W],41.875,-87.625,94.28786
2071-01-27T12:00:00Z,GridPointRequestedAt[41.884N_87.632W],41.875,-87.625,93.65643
2071-01-28T12:00:00Z,GridPointRequestedAt[41.884N_87.632W],41.875,-87.625,98.065346
2071-01-29T12:00:00Z,GridPointRequestedAt[41.884N_87.632W],41.875,-87.625,96.565414
2071-01-30T12:00:00Z,GridPointRequestedAt[41.884N_87.632W],41.875,-87.625,85.00513
2071-02-01T12:00:00Z,GridPointRequestedAt[41.884N_87.632W],41.875,-87.625,88.25871
2071-02-02T12:00:00Z,GridPointRequestedAt[41.884N_87.632W],41.875,-87.625,79.10541
2071-02-03T12:00:00Z,GridPointRequestedAt[41.884N_87.632W],41.875,-87.625,91.57658
2071-02-04T12:00:00Z,GridPointRequestedAt[41.884N_87.632W],41.875,-87.625,83.557556
2071-02-05T12:00:00Z,GridPointRequestedAt[41.884N_87.632W],41.875,-87.625,79.07199
2071-02-06T12:00:00Z,GridPointRequestedAt[41.884N_87.632W],41.875,-87.625,80.478226
2071-02-07T12:00:00Z,GridPointRequestedAt[41.884N_87.632W],41.875,-87.625,87.4321
2071-02-08T12:00:00Z,GridPointRequestedAt[41.884N_87.632W],41.875,-87.625,94.51324
2071-02-09T12:00:00Z,GridPointRequestedAt[41.884N_87.632W],41.875,-87.625,84.82702
2071-02-10T12:00:00Z,GridPointRequestedAt[41.884N_87.632W],41.875,-87.625,75.130615
2071-02-11T12:00:00Z,GridPointRequestedAt[41.884N_87.632W],41.875,-87.625,88.51998
2071-02-12T12:00:00Z,GridPointRequestedAt[41.884N_87.632W],41.875,-87.625,85.74212
2071-02-13T12:00:00Z,GridPointRequestedAt[41.884N_87.632W],41.875,-87.625,81.4029
2071-02-14T12:00:00Z,GridPointRequestedAt[41.884N_87.632W],41.875,-87.625,91.268745
2071-02-15T12:00:00Z,GridPointRequestedAt[41.884N_87.632W],41.875,-87.625,96.57996
2071-02-16T12:00:00Z,GridPointRequestedAt[41.884N_87.632W],41.875,-87.625,85.92287
2071-02-17T12:00:00Z,GridPointRequestedAt[41.884N_87.632W],41.875,-87.625,83.5481
2071-02-18T12:00:00Z,GridPointRequestedAt[41.884N_87.632W],41.875,-87.625,87.863014
2071-02-19T12:00:00Z,GridPointRequestedAt[41.884N_87.632W],41.875,-87.625,90.03102
2071-02-20T12:00:00Z,GridPointRequestedAt[41.884N_87.632W],41.875,-87.625,73.48115
2071-02-21T12:00:00Z,GridPointRequestedAt[41.884N_87.632W],41.875,-87.625,76.762505
2071-02-22T12:00:00Z,GridPointRequestedAt[41.884N_87.632W],41.875,-87.625,72.82411
2071-02-23T12:00:00Z,GridPointRequestedAt[41.884N_87.632W],41.875,-87.625,67.70903
2071-02-24T12:00:00Z,GridPointRequestedAt[41.884N_87.632W],41.875,-87.625,78.79387
2071-02-25T12:00:00Z,GridPointRequestedAt[41.884N_87.632W],41.875,-87.625,74.149155
2071-02-26T12:00:00Z,GridPointRequestedAt[41.884N_87.632W],41.875,-87.625,87.11795
2071-02-27T12:00:00Z,GridPointRequestedAt[41.884N_87.632W],41.875,-87.625,80.9055
2071-02-28T12:00:00Z,GridPointRequestedAt[41.884N_87.632W],41.875,-87.625,74.303215
2071-02-29T12:00:00Z,GridPointRequestedAt[41.884N_87.632W],41.875,-87.625,81.501755
2071-02-30T12:00:00Z,GridPointRequestedAt[41.884N_87.632W],41.875,-87.625,83.204254
2071-03-01T12:00:00Z,GridPointRequestedAt[41.884N_87.632W],41.875,-87.625,78.30026
2071-03-02T12:00:00Z,GridPointRequestedAt[41.884N_87.632W],41.875,-87.625,71.137054
2071-03-03T12:00:00Z,GridPointRequestedAt[41.884N_87.632W],41.875,-87.625,70.66405
2071-03-04T12:00:00Z,GridPointRequestedAt[41.884N_87.632W],41.875,-87.625,75.795334
2071-03-05T12:00:00Z,GridPointRequestedAt[41.884N_87.632W],41.875,-87.625,77.50399
2071-03-06T12:00:00Z,GridPointRequestedAt[41.884N_87.632W],41.875,-87.625,79.319
2071-03-07T12:00:00Z,GridPointRequestedAt[41.884N_87.632W],41.875,-87.625,77.89371
2071-03-08T12:00:00Z,GridPointRequestedAt[41.884N_87.632W],41.875,-87.625,80.81359
2071-03-09T12:00:00Z,GridPointRequestedAt[41.884N_87.632W],41.875,-87.625,82.67236
2071-03-10T12:00:00Z,GridPointRequestedAt[41.884N_87.632W],41.875,-87.625,84.82322
2071-03-11T12:00:00Z,GridPointRequestedAt[41.884N_87.632W],41.875,-87.625,78.22763
2071-03-12T12:00:00Z,GridPointRequestedAt[41.884N_87.632W],41.875,-87.625,78.669365
