time,station,latitude[unit="degrees_north"],longitude[unit="degrees_east"],tas[unit="K"]
1965-01-01T12:00:00Z,GridPointRequestedAt[42.360N_71.058W],42.375,-71.125,263.23083
1965-01-02T12:00:00Z,GridPointRequestedAt[42.360N_71.058W],42.375,-71.125,275.95337
1965-01-03T12:00:00Z,GridPointRequestedAt[42.360N_71.058W],42.375,-71.125,279.08514
1965-01-04T12:00:00Z,GridPointRequestedAt[42.360N_71.058W],42.375,-71.125,273.83102
1965-01-05T12:00:00Z,GridPointRequestedAt[42.360N_71.058W],42.375,-71.125,269.8211
1965-01-06T12:00:00Z,GridPointRequestedAt[42.360N_71.058W],42.375,-71.125,268.5893
1965-01-07T12:00:00Z,GridPointRequestedAt[42.360N_71.058W],42.375,-71.125,271.7711
1965-01-08T12:00:00Z,GridPointRequestedAt[42.360N_71.058W],42.375,-71.125,268.25446
1965-01-09T12:00:00Z,GridPointRequestedAt[42.360N_71.058W],42.375,-71.125,270.21872
1965-01-10T12:00:00Z,GridPointRequestedAt[42.360N_71.058W],42.375,-71.125,278.8049
1965-01-11T12:00:00Z,GridPointRequestedAt[42.360N_71.058W],42.375,-71.125,284.19702
1965-01-12T12:00:00Z,GridPointRequestedAt[42.360N_71.058W],42.375,-71.125,278.28943
1965-01-13T12:00:00Z,GridPointRequestedAt[42.360N_71.058W],42.375,-71.125,277.04672
1965-01-14T12:00:00Z,GridPointRequestedAt[42.360N_71.058W],42.375,-71.125,277.4514
1965-01-15T12:00:00Z,GridPointRequestedAt[42.360N_71.058W],42.375,-71.125,271.0961
1965-01-16T12:00:00Z,GridPointRequestedAt[42.360N_71.058W],42.375,-71.125,265.23734
1965-01-17T12:00:00Z,GridPointRequestedAt[42.360N_71.058W],42.375,-71.125,261.63806
1965-01-18T12:00:00Z,GridPointRequestedAt[42.360N_71.058W],42.375,-71.125,265.16992
1965-01-19T12:00:00Z,GridPointRequestedAt[42.360N_71.058W],42.375,-71.125,265.7538
1965-01-20T12:00:00Z,GridPointRequestedAt[42.360N_71.058W],42.375,-71.125,265.24567
1965-01-21T12:00:00Z,GridPointRequestedAt[42.360N_71.058W],42.375,-71.125,269.29065
1965-01-22T12:00:00Z,GridPointRequestedAt[42.360N_71.058W],42.375,-71.125,272.2508
1965-01-23T12:00:00Z,GridPointRequestedAt[42.360N_71.058W],42.375,-71.125,275.46243
1965-01-24T12:00:00Z,GridPointRequestedAt[42.360N_71.058W],42.375,-71.125,273.22308
1965-01-25T12:00:00Z,GridPointRequestedAt[42.360N_71.058W],42.375,-71.125,264.6153
1965-01-26T12:00:00Z,GridPointRequestedAt[42.360N_71.058W],42.375,-71.125,260.92865
1965-01-27T12:00:00Z,GridPointRequestedAt[42.360N_71.058W],42.375,-71.125,264.22522
1965-01-28T12:00:00Z,GridPointRequestedAt[42.360N_71.058W],42.375,-71.125,266.19537
1965-01-29T12:00:00Z,GridPointRequestedAt[42.360N_71.058W],42.375,-71.125,269.3605
1965-01-30T12:00:00Z,GridPointRequestedAt[42.360N_71.058W],42.375,-71.125,274.0833
1965-02-01T12:00:00Z,GridPointRequestedAt[42.360N_71.058W],42.375,-71.125,270.05884
1965-02-02T12:00:00Z,GridPointRequestedAt[42.360N_71.058W],42.375,-71.125,262.65192
1965-02-03T12:00:00Z,GridPointRequestedAt[42.360N_71.058W],42.375,-71.125,262.34113
1965-02-04T12:00:00Z,GridPointRequestedAt[42.360N_71.058W],42.375,-71.125,274.09143
1965-02-05T12:00:00Z,GridPointRequestedAt[42.360N_71.058W],42.375,-71.125,272.76678
1965-02-06T12:00:00Z,GridPointRequestedAt[42.360N_71.058W],42.375,-71.125,269.235
1965-02-07T12:00:00Z,GridPointRequestedAt[42.360N_71.058W],42.375,-71.125,272.36234
1965-02-08T12:00:00Z,GridPointRequestedAt[42.360N_71.058W],42.375,-71.125,275.0941
1965-02-09T12:00:00Z,GridPointRequestedAt[42.360N_71.058W],42.375,-71.125,270.12598
1965-02-10T12:00:00Z,GridPointRequestedAt[42.360N_71.058W],42.375,-71.125,267.24475
1965-02-11T12:00:00Z,GridPointRequestedAt[42.360N_71.058W],42.375,-71.125,271.14362
1965-02-12T12:00:00Z,GridPointRequestedAt[42.360N_71.058W],42.375,-71.125,274.17633
1965-02-13T12:00:00Z,GridPointRequestedAt[42.360N_71.058W],42.375,-71.125,271.59363
1965-02-14T12:00:00Z,GridPointRequestedAt[42.360N_71.058W],42.375,-71.125,269.72784
1965-02-15T12:00:00Z,GridPointRequestedAt[42.360N_71.058W],42.375,-71.125,265.36865
1965-02-16T12:00:00Z,GridPointRequestedAt[42.360N_71.058W],42.375,-71.125,265.46497
1965-02-17T12:00:00Z,GridPointRequestedAt[42.360N_71.058W],42.375,-71.125,268.034
1965-02-18T12:00:00Z,GridPointRequestedAt[42.360N_71.058W],42.375,-71.125,268.83966
1965-02-19T12:00:00Z,GridPointRequestedAt[42.360N_71.058W],42.375,-71.125,269.59906
1965-02-20T12:00:00Z,GridPointRequestedAt[42.360N_71.058W],42.375,-71.125,269.71518
1965-02-21T12:00:00Z,GridPointRequestedAt[42.360N_71.058W],42.375,-71.125,267.70523
1965-02-22T12:00:00Z,GridPointRequestedAt[42.360N_71.058W],42.375,-71.125,262.94238
1965-02-23T12:00:00Z,GridPointRequestedAt[42.360N_71.058W],42.375,-71.125,265.58728
1965-02-24T12:00:00Z,GridPointRequestedAt[42.360N_71.058W],42.375,-71.125,266.23108
1965-02-25T12:00:00Z,GridPointRequestedAt[42.360N_71.058W],42.375,-71.125,269.74524
1965-02-26T12:00:00Z,GridPointRequestedAt[42.360N_71.058W],42.375,-71.125,272.0442
1965-02-27T12:00:00Z,GridPointRequestedAt[42.360N_71.058W],42.375,-71.125,273.40308
1965-02-28T12:00:00Z,GridPointRequestedAt[42.360N_71.058W],42.375,-71.125,270.58026
1965-02-29T12:00:00Z,GridPointRequestedAt[42.360N_71.058W],42.375,-71.125,265.24274
1965-02-30T12:00:00Z,GridPointRequestedAt[42.360N_71.058W],42.375,-71.125,265.50085
1965-03-01T12:00:00Z,GridPointRequestedAt[42.360N_71.058W],42.375,-71.125,265.96356
1965-03-02T12:00:00Z,GridPointRequestedAt[42.360N_71.058W],42.375,-71.125,269.88803
1965-03-03T12:00:00Z,GridPointRequestedAt[42.360N_71.058W],42.375,-71.125,267.01562
1965-03-04T12:00:00Z,GridPointRequestedAt[42.360N_71.058W],42.375,-71.125,267.30054
1965-03-05T12:00:00Z,GridPointRequestedAt[42.360N_71.058W],42.375,-71.125,269.56793
1965-03-06T12:00:00Z,GridPointRequestedAt[42.360N_71.058W],42.375,-71.125,269.43558
1965-03-07T12:00:00Z,GridPointRequestedAt[42.360N_71.058W],42.375,-71.125,277.74225
1965-03-08T12:00:00Z,GridPointRequestedAt[42.360N_71.058W],42.375,-71.125,277.52826
1965-03-09T12:00:00Z,GridPointRequestedAt[42.360N_71.058W],42.375,-71.125,277.24664
1965-03-10T12:00:00Z,GridPointRequestedAt[42.360N_71.058W],42.375,-71.125,277.37076
1965-03-11T12:00:00Z,GridPointRequestedAt[42.360N_71.058W],42.375,-71.125,279.59225
1965-03-12T12:00:00Z,GridPointRequestedAt[42.360N_71.058W],42.375,-71.125,278.71185
1965-03-13T12:00:00Z,GridPointRequestedAt[42.360N_71.058W],42.375,-71.125,278.20367
1965-03-14T12:00:00Z,GridPointRequestedAt[42.360N_71.058W],42.375,-71.125,279.87646
